510573	I'm retired.	2913659	Som v dôchodku.
511193	That mayo is nothing but chemicals!	2914689	Tá majonéza je samá chemikália!
511193	That mayo is nothing but chemicals!	2914690	Tá majonéza nie je nič iné, len chemikálie!
514761	I am a tourist.	1062061	Som turista.
516745	Goodbye!	2429360	Dovidenia!
522439	China shares borders with Pakistan, India, Afghanistan, Tajikistan, Kyrgyzstan, Kazakhstan, North Korea, Laos, Vietnam, Nepal, Bhutan, Myanmar, Mongolia and Russia.	1044646	Čína hraničí s Pakistanom, Indiou, Afganistanom, Tadžikistanom, Kirgizstanom, Kazachstanom, Severnou Kóreou, Laosom, Vietnamom, Nepálom, Bhutánom, Mjanmarskom, Mongolskom a Ruskom.
526365	The dog is white.	1320407	Pes je biely.
526662	I will provide you all the necessary information.	2915856	Poskytnem ti všetky potrebné informácie.
526662	I will provide you all the necessary information.	2915857	Poskytnem vám všetky potrebné informácie.
550866	I have a black dog and a white dog.	1035691	Mám čierneho a bieleho psa.
554886	Everyone has the right to the protection of the moral and material interests resulting from any scientific, literary or artistic production of which he is the author.	1519819	Každý má právo na ochranu morálnych a materiálnych záujmov, ktoré vyplývajú z jeho vedeckej, literárnej alebo umeleckej tvorby.
559000	Bananas are yellow.	2431775	Banány sú žlté.
564410	We are his children.	1036055	Sme jeho deti.
565931	Kiss me.	1318513	Pobozkaj ma.
573571	You can lie to everyone else, but you can't lie to yourself.	2229041	Druhým klamať môžeš, ale sám seba neoklameš.
580449	Do you have time on Tuesday?	2927706	Máš čas v utorok?
586891	Could you please do me a favor?	1036059	Môžeš mi, prosím, urobiť láskavosť?
587949	The house is cold.	2429371	Dom je studený.
593226	I'm satisfied.	1065105	Som spokojný.
595282	For the safety of our children, please do not enter porn sites.	1044859	Kvôli bezpečnosti našich detí, nenavštevujte porno stránky.
595504	Where is my dad?	2296790	Kde je môj otec?
607698	Remember you must die.	1006162	Pamätaj, že musíš zomrieť.
609705	There is no use in crying. No one will hear you.	2926387	Nemá cenu plakať. Nikto ťa nebude počuť.
612633	Greek and Latin are useful languages. That's why I study them.	1044609	Gréčtina a latinčina sú užitočné jazyky, preto ich študujem.
614435	I'll never leave you.	1449846	Nikdy ťa neopustím.
618980	It's one o'clock.	2716875	Je jedna.
618980	It's one o'clock.	2716876	Je jedna hodina.
619636	Do you come here often?	1059845	Chodíš sem často?
619758	Did you like that?	1059859	Páčilo sa ti?
619760	That was nothing.	1059858	Nič to nebolo.
619764	How far away are we?	1059856	Ako sme daleko?
619770	It is very simple.	1059850	Je to veľmi jednoduché.
631144	How do you do that?	2921866	Ako to robíš?
631298	The ear canal sends sound waves to the eardrum.	1044745	Zvukovod vedie zvukové vlny k ušnému bubienku.
633980	The Esperanto alphabet consists of 28 letters: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	1044643	Abeceda esperanta pozostáva z 28 písmen: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.
656433	Glenn has two girlfriends.	2229024	Glenn má dve priateľky.
656772	Not again!	1036131	Nie znova!
678848	Enough is enough!	2430586	Už je toho dosť!
680817	Tom had to empty his apartment in two days.	1036082	Tom musí vypratať jeho apartmán do dvoch dní.
681109	Work on the assignment in small groups.	2912437	Pracujte na zadaní v malých skupinách.
687874	Yes, please.	1047009	Áno, prosím.
687892	You are right. I will go by taxi.	1318466	Máš pravdu. Pôjdem taxíkom.
690130	They fucked all night long.	1059794	Celú noc jebali.
690278	I don't give a fuck.	1059797	Jebem na to.
697948	I'm staying at home.	1044730	Zostávam doma.
702472	Colorless green ideas sleep furiously.	719096	Bezfarebné zelené nápady spia razantne.
706874	Happy Mother's Day!	2036779	Šťastný Deň matiek!
710882	What do you look like?	2926449	Ako vyzeráš?
715681	She gave several examples of how we could change things.	1036385	Dala niekoľko príkladov, ako môžme meniť veci.
716120	I'm beautiful.	2428559	Ja som krásna.
718734	There is no act which Christianity forbids, that the law will not reach: if it were otherwise, Christianity would not be, as it has always been held to be, part of the law of England.	2229045	Niet ničoho, čo kresťanstvo zakazuje a čo by nebolo ošetrené zákonom: ak by to bolo inak, kresťanstvo by nebolo, tak ako sa vždy považovalo byť, súčasťou zákonov Anglicka.
722238	We'll be in touch.	2914109	Ostaneme v kontakte.
729146	"ẽ" is a letter in the Guarani alphabet.	1044613	"ẽ" je písmeno v abecede jazyka Guarani.
729291	The founder of Facebook, Mark Zuckerberg, is almost a casanova.	1044607	Zakladateľ Facebooku, Mark Zuckerberg, je skoro casanova.
731863	My native language is the most beautiful gift from my mother.	735095	Môj rodný jazyk je najkrajší dar, ktorý som získal od mojej matky.
737153	Nobody watches her.	2229023	Nikto sa na ňu nepozerá.
740214	I am a woman.	2431769	Ja som žena.
742026	Sicily is hot in summer.	2921861	Sicília je v lete horúca.
742026	Sicily is hot in summer.	2921862	Na Sicílii je v lete horúco.
744506	The earth is smaller than the sun.	1474274	Zem je menšia ako Slnko.
747257	She's only going to tell you what she thinks you want to hear.	1036119	Povie ti iba to, čo si myslí, že chceš počuť.
757089	Game over.	1548429	Koniec hry.
757347	I sold my house and furniture, together with my jewelry, in order to scrape together a half a million.	1548437	Za účelom nahromadiť pol milióna som predal dom a nábytok aj s klenotami.
757354	If a tree falls in a forest and nobody hears it, did it happen? If a man speaks his mind in a forest, and no woman hears him, is he still wrong?	1548446	Ak padne strom v lese a nik to nepočul, stalo sa to? Ak muž povie čo ma na mysli a žiadna žena ho nepočuje, ešte stále nemá pravdu?
757358	I'm starving. When the hell do we eat?	1548448	Som hladný. Kedy do čerta budeme jesť?
757363	What's aspirin made of?	1548449	Z čoho je robený aspirín?
757365	What would the world be like without women?	1548451	Aký by bol svet bez žien?
757368	I have a sore head.	1548453	Bolí ma hlava.
757369	I want to know who's coming with us.	1548455	Chcem vedieť kto s nami ide.
757370	I want to know who's staying with us.	1548459	Chcem vedieť, kto s nami ostáva.
757373	Will I see you tomorrow?	1548460	Uvidím ťa zajtra?
757374	Are we meeting tomorrow?	1548462	Stretneme sa zajtra?
757376	What's the time?	1319393	Koľko je hodín?
757377	He's disappeared without a trace.	1548464	Stratil sa bezostopy.
757378	Ring the police!	1548465	Zavolaj políciu.
757384	Too good to be true.	1548467	Príliš dobré aby to bola pravda.
757390	I was on the mountain.	1548468	Bol som na horách.
757390	I was on the mountain.	1548470	Bol som na hore.
1290	I was in the mountains.	1548468	Bol som na horách.
757392	I earn 100 Euros a day.	1548472	Zarábam 100 eur denne.
757394	I'll phone them tomorrow when I come home.	1548474	Zavolám im zajtra, keď prídem domov.
757395	I'll ring them tomorrow when I come home.	1548475	Brnknem im zajtra, keď prídem domov.
757398	When I grow up, I want to be king.	1548476	Keď vyrastiem, chcem byť kráľom.
757399	Yeah, and?	1548477	No a?
757403	Is this not so?	1548480	Nie je toto tak?
757404	Safe journey.	1548481	Bezpečnú cestu.
757405	He's my brother.	1548482	On je môj brat.
757406	Thanks for the information.	1548483	Ďakujem za informáciu.
757409	Brian has bought Kate some lipstick.	1548484	Brian kúpil Katke nejaký rúž.
757411	The world is like a book, and those who don't travel read only one page.	1548485	Svet je ako kniha, a tí čo necestujú čítajú len jednu stranu.
757414	I'm listening to music.	1548486	Počúvam hudbu.
757415	"When are you coming back?" "That all depends on the weather."	1548487	Kedy sa vraciaš? To uplne zaleží na počasí.
757417	Which way will we go?	1548488	Kadiaľ pôjdeme?
759955	I'm doing the dishes.	2913658	Umývam riady.
766635	My name is Sally.	1046966	Volám sa Sally.
772774	I couldn't tell what color his shirt was because it was too dark outside.	2914705	Nemohol som povedať akej farby bola jeho košeľa, lebo bola vonku priveľká tma.
773346	This man is Pedro.	2428527	Tento muž je Pedro.
778125	I can't understand that word.	1036127	Nerozumiem tomu slovu.
792531	My roommate is learning Chinese.	1036108	Môj spolubývajúci sa učí čínštinu.
794580	That is not art. That is a vagina with teeth.	1318019	To nie je umenie. To je vagína so zubami.
794762	He lied to me. I cannot trust him any longer.	2921836	Klamal mi. Už mu nemôžem dôverovať.
799288	Americans call it the Vietnam War; the Vietnamese call it the American War.	1318048	Američania ju nazývajú vietnamská vojna; Vietnamci ju nazývajú americká vojna.
799919	Install Linux!	1318021	Nainštalujte Linux!
801609	Who is next?	1036063	Kto je ďalší?
801731	The cat is under the table.	2428469	Mačka je pod stolom.
803028	He planned to stay in the Navy.	2914675	Plánoval zostať v námorných silách.
803107	He resigned and joined the army.	2921859	Dal výpoveď a vstúpil do armády.
803123	She told him she wanted a divorce.	2927673	Ona mu povedala, že chce rozvod.
803126	He had limited skills in politics.	2912450	Mal obmedzené schopnosti v politike.
803702	Do we exist?	1318050	Existujeme?
804341	The vote was twenty-eight for and twenty against.	878958	Dvadsaťosem hlasov bolo za a dvadsať bolo proti.
807636	The other policemen began shooting at the crowd.	1036392	Iný policajt začal strieľať do davu.
807675	Truman arrived at the White House within minutes.	878950	Truman dorazil do Bieleho Domu v priebehu niekoľkých minút.
809314	Mortal enemies are immortal friends.	1318485	Smrteľní nepriatelia sú nesmrteľní priatelia.
811617	I killed God.	1318056	Zabil som Boha.
826666	Terrorism is the most important factor in the division of a country and the creation of autonomous regions.	1044830	Terorizmus je najdôležitejší faktor pre rozdelenie krajiny a vytvorenie autonómnych regiónov.
830283	Her desires were fully fullfilled.	2915865	Jej túžby boli plne naplnené.
831806	What is this notebook for?	2927728	Načo je tento zápisník?
838712	It was a calm winter evening.	1036036	Je pokojný zimný večer.
852229	Goodnight, Timmy.	2430731	Dobrú noc, Timmy.
853345	The paper is white.	2430476	Papier je biely.
854117	Hello everyone!	1078381	Ahojte, všetci!
855364	I like chocolate ice cream!	855372	Mám rada čokoládovú zmrzlinu!
855364	I like chocolate ice cream!	1223457	Mám rád čokoládovú zmrzlinu!
863662	I hate these words.	2148619	Nenávidím tie slová.
864991	Do not throw anything out of the window.	1036061	Nevyhadzujte nič z okna.
867521	They hope to be able to find a well-paid job.	2229072	Dúfajú, že sa im podarí nájsť si dobre platenú prácu.
873996	His teeth are white like a pearl.	1044605	Jeho zuby sú biele ako perly.
875819	It's seven o'clock.	2716878	Je sedem.
875819	It's seven o'clock.	2716879	Je sedem hodín.
876002	Pedro has a motorcycle and loves to ride it.	1036113	Pedro má motorku a rád na nej jazdí.
879581	The map is on the wall.	2429429	Mapa je na stene.
882671	This car is black.	1317850	To auto je čierne.
882764	I was in São Paulo in February.	2230585	Vo februári som bol v Sao Paule.
887405	She startled him.	2915840	Naľakala ho.
887405	She startled him.	2915841	Vyplašila ho.
891930	I want to die with Getter Jaani.	937848	Ja chcem zomrieť s Getter Jaani.
895792	I don't know what happened to him.	2912697	Neviem, čo sa mu stalo.
896142	I am sure that you will be satisfied.	2929948	Ja som si istý, že budeš spokojný.
898484	I thought you were only angry with me and not with the rest of my family.	1036382	Myslel som si, že si bol nahnevaný na mňa a nie na celý zvyšok rodiny.
898549	My neighbor's dog won't eat dry dog food.	1035692	Pes môjho suseda nebude žrať suché psie krmivo.
898555	How do I get my dog to eat dog food?	1035694	Ako donútim svojho psa žrať psie krmivo?
898588	He usually fed his dog cheap dog food.	1035693	Zvyčajne kŕmi svojho psa lacným psím krmivom.
903407	It's likely that she'll succeed.	1036084	Je pravdepodobné, že uspeje.
913463	He is telling a lie.	2430505	On klamie.
913631	It's never too late to learn.	1036075	Na učenie nikdy nie je neskoro.
918990	Both Magdalena and Ania are from Poland.	937871	Magdalena a Ania sú z Poľska.
919015	Magdalena and Lech are thirteen.	937861	Magdalena a Lech majú trinásť rokov.
919017	Ania and Piotr are twelve.	938002	Ania a Piotr majú dvanásť rokov.
919022	I am married to a Polish woman.	938003	Moja žena je Poľka.
919024	I will marry a beautiful Estonian woman.	1044789	Ožením sa k krásnou Estónkou.
